id,recipeName,rating,totalTimeInSeconds,course,cuisine,ingredients,dish
Italian-Antipasto-Skewers-1355173,Italian Antipasto Skewers,3,1200.0,,[Italian],"[tortellini, pepperoni, pepperoncini, artichoke hearts, balsamic reduction, butter]",antipasto
Antipasto-Skewers-1279447,Antipasto Skewers,4,1200.0,[Appetizers],,"[artichoke hearts, mushrooms, grape tomatoes, olives, chees fresh mozzarella, sliced salami]",antipasto
Antipasto-980759,Antipasto,4,900.0,[Appetizers],,"[capocollo, genoa salami, olives, soft cheese, baguette]",antipasto
Antipasto-MyRecipes-232910,Antipasto,4,2400.0,"[Lunch and Snacks, Appetizers]",,"[cheddar cheese, provolone cheese, sliced mushrooms, salami, pepperoni, black olives, onions, green pepper, jalapeno chilies, italian salad dressing]",antipasto
ROASTED-PEPPER-ANTIPASTO-1375642,ROASTED PEPPER ANTIPASTO,4,3300.0,,,"[bell pepper, balsamic vinegar, olive oil, feta cheese, pepper, salt]",antipasto
Lite-Salami-and-Egg-White-Scramble-1370923,Lite Salami and Egg White Scramble,4,960.0,[Breakfast and Brunch],,"[cooking spray, butter, onions, salami, egg whites, salt, pepper, sliced tomatoes]",antipasto
Antipasto-Allrecipes,Antipasto,5,34200.0,,,"[cauliflower, pearl onions, red bell pepper, green bell pepper, chopped celery, cucumber, carrots, vegetable oil, white vinegar, tomato paste, pickling spices, black olives, pitted green olives, mushrooms, tuna drained and flaked]",antipasto
Turkey-Cucumber-Roll-Ups-1359891,Turkey Cucumber Roll Ups,4,1200.0,,,"[deli lunch meat, tomatoes, shredded carrots, shredded lettuce, paleo mayonnaise]",antipasto
Spiralized-Bell-Pepper-Antipasto-1360350,Spiralized Bell Pepper Antipasto,4,2400.0,,,"[red bell pepper, orange bell pepper, salt, pepper, dried oregano, artichokes, extra-virgin olive oil, provolone cheese, black olives, basil, mixed greens]",antipasto
Antipasto-Frittata-985095,Antipasto Frittata,4,1800.0,[Breakfast and Brunch],,"[green olives, pepperoni turkei, grape tomatoes, eggs, sharp cheddar cheese, cooking spray]",antipasto
Antipasto-kabobs-299179,Antipasto Kabobs,4,2100.0,"[Appetizers, Lunch and Snacks]",[Italian],"[cremini mushrooms, red, bocconcini, italian seasoning, pitted olives, fresh basil leaves, I Can't Believe It's Not Butter!® Spread]",antipasto
Oven-Roasted-Cauliflower-1363531,Oven-Roasted Cauliflower,4,3600.0,[Side Dishes],,"[cauliflower, extra-virgin olive oil, kosher salt]",antipasto
Burrata-Antipasto-1250355,Burrata Antipasto,4,900.0,[Appetizers],,"[prosciutto, mozzarella cheese, fresh basil, olive oil, pepper, salt]",antipasto
Reuben-Casserole-1376139,Reuben Casserole,4,2400.0,,,"[corned beef cold cuts, sauerkraut, thousand island dressing, shredded swiss cheese, rye bread]",antipasto
Baked-Ham-and-Cheese-Croissants-1348752,Baked Ham and Cheese Croissants,4,1800.0,[Lunch and Snacks],,"[cream cheese, honey dijon mustard, croissants, colby jack cheese, deli ham]",antipasto
